"key","type","title","DOI","date","pub","collections"
"EYS9LIW4","journalArticle","V1 spinal neurons regulate the speed of vertebrate locomotor outputs.","10.1038/nature04545","2006-03-09","Nature","N9R9QB36"
"JSXF58NV","journalArticle","Afferent control of locomotor CPG: insights from a simple neuromechanical model","10.1111/j.1749-6632.2010.05435.x","2010-06-01","Annals of the New York Academy of Sciences","N9R9QB36"
"JHA4K38H","journalArticle","Adaptive hindlimb split-belt treadmill walking in rats by controlling basic muscle activation patterns via phase resetting","10.1038/s41598-018-35714-8","2018-11-26","Scientific Reports","N9R9QB36"
"34YHKUFB","journalArticle","Robotics Application of a Method for Analytically Computing Infinitesimal Phase Response Curves","10.1007/978-3-030-64313-3_12","2020",,"N9R9QB36"
"5922NXLN","journalArticle","Ankleextensor groupIafferents excite extensors throughout thehindlimb during fictive locomotion inthecat",,"2011-01-01",,"N9R9QB36"
"352UDMZ7","journalArticle","Modelling spinal circuitry involved in locomotor pattern generation: insights from deletions during fictive locomotion","10.1113/jphysiol.2006.118703","2006-12-01","The Journal of Physiology","FJVWT8R9;J9QQKKC3;N9R9QB36"
"DSGTZ897","conferencePaper","Tuning of neural oscillators for the design of rhythmic motions","10.1109/ROBOT.2000.844870","2000",,"QUIZCN5R"
"JRRZFK7E","journalArticle","Sensory Feedback Induced by Front-Leg Stepping Entrains the Activity of Central Pattern Generators in Caudal Segments of the Stick Insect Walking System","10.1523/JNEUROSCI.3155-08.2009","2009-03-04","Journal of Neuroscience","7MUA9TNJ;JHS52VG2;JNXN9AAK;PDND6A7U;TYJX29H8"
"9ID7ASV7","journalArticle","Organization of mammalian locomotor rhythm and pattern generation","10.1016/j.brainresrev.2007.08.006","2008-01-01","Brain Research Reviews","ADI9MVVM;FJVWT8R9;MA3TJQ29;N9R9QB36;RPTFU546;Z2IJ6ASX"
"GDKE9S3M","journalArticle","The use of state-dependent modulation of spinal reflexes as a tool to investigate the organization of spinal interneurons.","10.1007/s002210050847","1999-09-17","Experimental Brain Research","N9R9QB36"
"N3DFZEXB","journalArticle","Computational modeling of spinal circuits controlling limb coordination and gaits in quadrupeds","10.7554/eLife.31050","2017/11/22","eLife","8ZK4JUJB;G7U2YC7Y;XK5E9LE4;Z8JX6KUL"
"U3H52BTN","journalArticle","Optic flow regulation: the key to aircraft automatic guidance","10.1016/j.robot.2004.09.016","March 31, 2005","Robotics and Autonomous Systems","5T5PXLZC"
"J8ICEH85","journalArticle","Implementation of an RBF neural network on embedded systems: real-time face tracking and identity verification","10.1109/TNN.2003.816035","Sept 2003","IEEE Transactions on Neural Networks","5T5PXLZC"
"9W5PDGU7","journalArticle","An Assessment of Six Muscle Spindle Models for Predicting Sensory Information during Human Wrist Movements","10.3389/fncom.2015.00154","2016-01-14","Frontiers in Computational Neuroscience","7N4C29P2;BS9BJMUU;N9R9QB36"
"9XQ3RUI3","journalArticle","Learning CPG Sensory Feedback with Policy Gradient for Biped Locomotion for a Full-Body Humanoid",,"2005",,"7MUA9TNJ;JHS52VG2;TYJX29H8;XQM5FLN5"
"R4DX3I8Z","journalArticle","Sensory Feedback in the Control of Posture and Locomotion","10.1002/9781118873397.ch9","2017-06-23",,"N9R9QB36"
"8BTFJLJW","journalArticle","Flow field sensing with bio-inspired artificial hair cell arrays","10.1016/j.snb.2016.05.091","November 29, 2016","Sensors and Actuators B: Chemical","8KUXKGCX;LB2PA2M3"
"WUTW7V92","journalArticle","The contribution of a central pattern generator in a reflex-based neuromuscular model","10.3389/fnhum.2014.00371","2014-06-26","Frontiers in Human Neuroscience","TYJX29H8"
"DZPSWJ2K","journalArticle","Mechanosensation and Adaptive Motor Control in Insects","10.1016/j.cub.2016.06.070","2016-10-24","Current Biology","XXAXGRUX"
"GTAGV9L5","journalArticle","Phasic gain control of the transmission in cutaneous reflex pathways to motoneurones during 'fictive' locomotion.","10.1016/0006-8993(78)90493-6","1978-06-30","Brain Research","N9R9QB36"
"G4YNHB5V","journalArticle","Control for multifunctionality: bioinspired control based on feeding in Aplysia californica","10.1007/s00422-020-00851-9","2020","Biological Cybernetics","N9R9QB36"
"8FS7YFVM","journalArticle","Transient Response in a Dendritic Neuron Model for Current Injected at One Branch",,,,"YGJ8NW46"
"JTCC6357","journalArticle","Stumbling corrective reaction during fictive locomotion in the cat.","10.1152/jn.00175.2005","2005-05-25","Journal of Neurophysiology","N9R9QB36"
"MYPXKF6E","journalArticle","Cutaneous Reflexes During Human Gait: Electromyographic and Kinematic Responses to Electrical Stimulation","10.1152/jn.1997.77.6.3311","1997-06-01","Journal of Neurophysiology","N9R9QB36"
"C242M3IN","journalArticle","Adaptive control for backward quadrupedal walking. II. Hindlimb muscle synergies","10.1152/jn.1990.64.3.756","1990-09-01","Journal of Neurophysiology","N9R9QB36"
"X5V7DDGT","journalArticle","Neuronal Control of Locomotion 'From Mollusc to Man '",,"1999-11-18",,"N9R9QB36"
"5SD4D6FX","journalArticle","Controlling legs for locomotionΓÇöinsights from robotics and neurobiology","10.1088/1748-3190/10/4/041001","June 2015","Bioinspiration & Biomimetics","C9GHUG33;N9R9QB36;Y5999VDY"
"ZQ2YLZKM","journalArticle","Organization of left-right coordination of neuronal activity in the mammalian spinal cord: Insights from computational modelling","10.1113/JP270121","2015-06-01","The Journal of Physiology","N9R9QB36"
"HCRQ3XGX","journalArticle","Peripheral control of the cat's step cycle I. Phase dependent effects of ramp-movements of the hip during ΓÇ£fictive locomotionΓÇ¥","10.1111/j.1748-1716.1981.tb06867.x","1981-09-01","Acta Physiologica Scandinavica","N9R9QB36"
"X6WHYDNF","journalArticle","AnimatLab: A 3D graphics environment for neuromechanical simulations","10.1016/j.jneumeth.2010.01.005","2010-03-30","Journal of Neuroscience Methods","N9R9QB36"
"MMJLWEK4","journalArticle","The significance of dynamical architecture for adaptive responses to mechanical loads during rhythmic behavior","10.1007/s10827-014-0519-3","2015-02-01","Journal of Computational Neuroscience","N9R9QB36"
"NJG3ZNV3","journalArticle","Analytical CPG model driven by limb velocity input generates accurate temporal locomotor dynamics.","10.7287/peerj.preprints.26734v1","2018-03-19","PeerJ","N9R9QB36"
"VHRIWJBY","journalArticle","Vestibular-mediated synaptic inputs and pathways to sympathetic preganglionic neurons in the neonatal mouse.","10.1113/jphysiol.2012.234609","2012-11-15","The Journal of Physiology","N9R9QB36"
"UQPWXKRT","conferencePaper","Bat Bot (B2), a biologically inspired flying machine","10.1109/ICRA.2016.7487491","May 2016",,"BBE4U5K8;VD7TQ8M3"
"QC4IBXM8","journalArticle","ATRIAS: Design and validation of a tether-free 3D-capable spring-mass bipedal robot","10.1177/0278364916648388","2016-10-01","The International Journal of Robotics Research","A9APUGPQ;NW7YXWPA;Q5A46GCA"
"GHY9AGV7","journalArticle","Forms of forward quadrupedal locomotion. II. A comparison of posture, hindlimb kinematics, and motor patterns for upslope and level walking.","10.1152/jn.1998.79.4.1687","1998-04-01","Journal of Neurophysiology","N9R9QB36"
"QT4Y3IRV","journalArticle","V3 spinal neurons establish a robust and balanced locomotor rhythm during walking.","10.1016/j.neuron.2008.09.027","2008-10-09","Neuron","N9R9QB36"
"ZXYWYGXG","journalArticle","Bifurcations in MorrisΓÇôLecar neuron model","10.1016/j.neucom.2005.03.006","1/2006","Neurocomputing","YGJ8NW46"
"487Z4V9R","journalArticle","Modulation of ipsi- and contralateral reflex responses in unrestrained walking cats","10.1152/jn.1980.44.5.1024","1980-11-01","Journal of Neurophysiology","N9R9QB36"
"BKBQEBDU","journalArticle","Modular organization of the multipartite central pattern generator for turtle rostral scratch: knee-related interneurons during deletions","10.1152/jn.00871.2015","2016-06-01","Journal of Neurophysiology","N9R9QB36"
"TC9VID2V","preprint","ScaFi: Length-Scalable, Compliant, Parametric Robotic Fish Design for Operation in Multiple Environmental Niches","10.21203/rs.3.rs-7577054/v1","2025-10-10",,"VD8SAM7F"
"JARFNYXE","journalArticle","Central pattern generators in the turtle spinal cord: selection among the forms of motor behaviors.","10.1152/jn.00602.2017","2018-02-01","Journal of Neurophysiology","N9R9QB36"
"AKKBWQR2","journalArticle","How fish power predation fast-starts","10.1242/jeb.198.9.1851","1995","The Journal of Experimental Biology","VD8SAM7F"
"DW9PZKVQ","bookSection","Modeling the Organization of Spinal Cord Neural Circuits Controlling Two-Joint Muscles","10.1007/978-1-4939-3267-2_5","2016",,"G7U2YC7Y;N9R9QB36;RPTFU546;Z8JX6KUL"
"QT6Z6XA9","journalArticle","Flexor reflex afferents reset the step cycle during fictive locomotion in the cat","10.1007/s002210050522","1998-05-30","Experimental Brain Research","N9R9QB36"
"D2N9Z673","journalArticle","Functionally complex muscles of the cat hindlimb. I. Patterns of activation across sartorius.","10.1007/bf00229406","1991-01-01","Experimental Brain Research","N9R9QB36"
"UDWN2QLV","journalArticle","Synchronization and desynchronization of neural oscillators","10.1016/S0893-6080(99)00068-4","11/1999","Neural Networks","7MUA9TNJ;G2YJMU83;JHS52VG2;QUIZCN5R"
"UPM689S4","journalArticle","Mechanosensation and adaptive motor control in insects","10.1016/j.cub.2016.06.070","2016-10-24","Current biology : CB","T8DEMIYL"
"4R3BMDTE","journalArticle","LOCOMOTOR CIRCUITS IN THE MAMMALIAN SPINAL CORD","10.1146/annurev.neuro.29.051605.112910","2006-06-15","Annual Review of Neuroscience","N9R9QB36"
"A58W6FYR","journalArticle","Development and Flight Testing of a Turbulence Mitigation System for Micro Air Vehicles","10.1002/rob.21626","August 1, 2016","Journal of Field Robotics","8KUXKGCX;U65AP8TW;VD7TQ8M3"
"LVQ3W94U","journalArticle","Common interneurones in reflex pathways from group 1a and 1b afferents of ankle extensors in the cat.","10.1113/jphysiol.1981.sp013556","1981-01-01","The Journal of Physiology","N9R9QB36"
"5JNBVJTZ","journalArticle","Patterns of locomotor drive to motoneurons and last-order interneurons: clues to the structure of the CPG.","10.1152/jn.2001.86.1.447","2001-07-01","Journal of Neurophysiology","N9R9QB36"
"3YX8SLFP","journalArticle","Highly sensitive airflow sensors with an ultrathin reduced graphene oxide film inspired by gas exfoliation of graphite oxide","10.1039/C6MH00587J","2017","Materials Horizons","8KUXKGCX"
"J7VNHZDM","journalArticle","The comparative investigation of the stick insect and cockroach models in the study of insect locomotion","10.1016/j.cois.2015.07.004","2015-12-01","Current Opinion in Insect Science","XXAXGRUX"
"PD8VTCT5","journalArticle","Designing responsive pattern generators: stable heteroclinic channel cycles for modeling and control","10.1088/1748-3190/10/2/026001","2015-02-25","Bioinspiration & Biomimetics","N9R9QB36"
"YUU6ET4C","journalArticle","Neural control of locomotion: sensory control of the central pattern generator and its relation to treadmill training","10.1016/S0966-6362(98)00010-1","5/1998","Gait & Posture","3JICMNZE;7MUA9TNJ;JHS52VG2;PCKP9AS7;TYJX29H8"
"FKXIQQMW","journalArticle","On the possibility (or lack thereof) of agreement between experiment and computation of flows over wings at moderate Reynolds number","10.1098/rsfs.2016.0076","February 6, 2017","Interface Focus","MMK48V5F;U65AP8TW"
"KVVVQZAC","journalArticle","Enhancement and Resetting of Locomotor Activity by Muscle Afferentsa","10.1111/j.1749-6632.1998.tb09050.x","1998-11-01","Annals of the New York Academy of Sciences","N9R9QB36"
"CMTBZ7XY","journalArticle","Red muscle activity in bluegill sunfish Lepomis macrochirus during forward accelerations","10.1038/s41598-019-44409-7","2019-05-30","Scientific Reports","VD8SAM7F"
"XECA7KR8","journalArticle","Organization of flexorΓÇôextensor interactions in the mammalian spinal cord: insights from computational modelling","10.1113/JP272437","2016","The Journal of Physiology","N9R9QB36"
"48FEM3CD","journalArticle","Intra-muscle Synergies Stabilizing Reflex-mediated Force Changes","10.1016/j.neuroscience.2022.10.009","2022-11-21","Neuroscience","N9R9QB36"
"H8UT6ZVQ","journalArticle","The initiation of the swing phase in human infant stepping: importance of hip position and leg loading","10.1111/j.1469-7793.2000.00389.x","2000-10-15","The Journal of Physiology","N9R9QB36"
"688LSA5J","journalArticle","Instability of synchronized motion in nonlocally coupled neural oscillators","10.1103/PhysRevE.73.031907","2006-3-9","Physical Review E","QUIZCN5R"
"UJ5ECYKN","journalArticle","Stimulation pattern that maximizes force in paralyzed and control whole thenar muscles","10.1152/jn.2002.87.5.2271","2002-05","Journal of Neurophysiology","AJENK7I2;PUS8CILG;SUKCWFGV;V22WMIYJ"
"C75WTZAI","journalArticle","Motor circuits in action: specification, connectivity, and function","10.1016/j.neuron.2012.05.011","2012-06-21","Neuron","N9R9QB36"
"Y3JCTVVT","journalArticle","Segmental patterns of vestibular-mediated synaptic inputs to axial and limb motoneurons in the neonatal mouse assessed by optical recording","10.1113/jphysiol.2010.195644","2010-12-15","The Journal of Physiology","N9R9QB36"
"UVNWCLP4","journalArticle","A theory of healing at a polymer-polymer interface","10.1021/ma00241a013","07/1983","Macromolecules","2C3BBNF5;3AQVM6PB;9I853MAM;U65AP8TW"
"J2MCIARS","journalArticle","Review article (Part 2) Neural control of locomotion: sensory control of the central pattern generator and its relation to treadmill training",,"1998-01-01",,"N9R9QB36"
"YDFMUQYA","journalArticle","Role of Proprioceptive Signals From an Insect Femur-Tibia Joint in Patterning Motoneuronal Activity of an Adjacent Leg Joint","10.1152/jn.1999.81.4.1856","1999-04-01","Journal of Neurophysiology","N9R9QB36"
"WM3UE5B5","journalArticle","CNT-Based Artificial Hair Sensors for Predictable Boundary Layer Air Flow Sensing","10.1002/admt.201600176","December 1, 2016","Advanced Materials Technologies","8KUXKGCX"
"CSAVUDPG","journalArticle","Proprioceptive Feedback and Movement Regulation","10.1002/cphy.cp120103","2011-01-01","Comprehensive Physiology","N9R9QB36"
"HBYF3AYK","journalArticle","Tactile Sensing in Insects",,"2014-01-01",,"N9R9QB36"
"JVJH62L4","journalArticle","Formation of the central pattern generator for locomotion in the rat and mouse","10.1016/S0361-9230(00)00399-3","11/2000","Brain Research Bulletin","7MUA9TNJ;JHS52VG2;JNXN9AAK;RPTFU546;TYJX29H8"
"SDYPF2ZR","journalArticle","Behaviour-based modelling of hexapod locomotion: linking biology and technical application","10.1016/j.asd.2004.05.004","2004-07-01","Arthropod Structure & Development","N9R9QB36"
"ABBAC3I9","journalArticle","The cerebellar microcircuit as an adaptive filter: experimental and computational evidence","10.1038/nrn2756","Jan 2010","Nature Reviews. Neuroscience","MMK48V5F;U65AP8TW"
"TKBRHJUH","journalArticle","Biomechanics of fast-start swimming in fish","10.1016/s1095-6433(01)00461-5","2001-12","Comparative Biochemistry and Physiology. Part A, Molecular & Integrative Physiology","VD8SAM7F"
"CHA399VC","journalArticle","A walking robot called human: lessons to be learned from neural control of locomotion.","10.1016/s0021-9290(01)00187-7","2002-04-01","Journal of Biomechanics","N9R9QB36"
"T5XR35IX","journalArticle","Distinguishing subtypes of spinal locomotor neurons to inform circuit function and dysfunction","10.1016/j.conb.2023.102763","2023-10-01",,"N9R9QB36"
"RWCAK32Z","journalArticle","Electrophysiology of a Dendritic Neuron Model","10.1016/S0006-3495(62)86953-7","03/1962","Biophysical Journal","YGJ8NW46"
"XDA3LUST","journalArticle","Development and Training of a Neural Controller for Hind Leg Walking in a Dog Robot","10.3389/fnbot.2017.00018","2017-04-04","Frontiers in Neurorobotics","N9R9QB36"
"GKN9S4JZ","journalArticle","Locomotor activity in spinal cord-injured persons","10.1152/japplphysiol.00942.2003","2004-05","Journal of Applied Physiology","XK5E9LE4"
"XM67JSWP","journalArticle","Initiation of locomotion in lampreys.","10.1016/j.brainresrev.2007.07.016","2008-01-01","Brain Research Reviews","N9R9QB36"
"TM5X2YHN","journalArticle","Effects of ankle and hip muscle afferent inputs on rhythm generation during fictive locomotion.","10.1152/jn.01028.2009","2010-01-20","Journal of Neurophysiology","N9R9QB36"
"9F9ZL6JQ","journalArticle","Central Pattern Generators of the Mammalian Spinal Cord","10.1177/1073858410396101","2012-02-01","The Neuroscientist","N9R9QB36"
"WW4LK5QF","journalArticle","Central pattern generators in the brainstem and spinal cord: an overview of basic principles, similarities and differences.","10.1515/revneuro-2017-0102","2019-01-28","Reviews in The Neurosciences","N9R9QB36"
"JDG5TCXN","journalArticle","Distributed force feedback in the spinal cord and the regulation of limb mechanics","10.1152/jn.00216.2017","2018-03-01","Journal of Neurophysiology","FXQ6HTLZ;IUHWJX44;KKTCWNPD;M6BJ77DG;XRRT83XE;XXAXGRUX"
"W52TJC4Z","journalArticle","Functional organization within the medullary reticular formation of the intact unanesthetized cat. III. Microstimulation during locomotion.","10.1152/jn.1991.66.3.919","1991-09-01","Journal of Neurophysiology","N9R9QB36"
"JA7MEXI6","journalArticle","Relative Contribution of Proprioceptive and Vestibular Sensory Systems to Locomotion: Opportunities for Discovery in the Age of Molecular Science.","10.3390/ijms22031467","2021","International Journal of Molecular Sciences","N9R9QB36"
"63MH8V4H","bookSection","General Principles of Rhythmogenesis in Central Pattern Generator Networks","10.1016/B978-0-444-53613-6.00014-9","2010",,"TYJX29H8"
"2YFUE3N9","webpage","Object Discrimination With an Artificial Hand Using Electrical Stimulation of Peripheral Tactile and Proprioceptive Pathways With Intrafascicular Electrodes",,,,"7N4C29P2;N9R9QB36"
"T2LK3IM5","bookSection","The neuromechanical tuning hypothesis","10.1016/S0079-6123(06)65016-4","2007-01-01",,"N9R9QB36"
"U5AEKFQY","journalArticle","catsof ankle extensor muscle activity in walking",,"2015-01-01",,"N9R9QB36"
"29RANPQV","journalArticle","Novel Locomotion via Biological Inspiration","10.1117/12.886413","2011-05-13","Proceedings of SPIE","N9R9QB36"
"KIHPNJPQ","conferencePaper","Pseudo-proprioceptive motion feedback by electric stimulation","10.1109/MHS.2012.6492480","04/2012",,"7N4C29P2"
"244HN35M","bookSection","Kinesthetic Senses","10.1002/cphy.c170036","2018-07-01",,"XXAXGRUX"
"L8MLKUKM","attachment","plcb-02-07-13 794..804 _ Enhanced Reader.pdf",,,,"YGJ8NW46"
"PGQDMMGY","journalArticle","Elementary motion detectors","10.1016/j.cub.2015.01.013","2015-03-16","Current Biology","5T5PXLZC"
"R627IKU8","journalArticle","Artificial neural networks in hardware: A survey of two decades of progress","10.1016/j.neucom.2010.03.021","December 1, 2010","Neurocomputing","5T5PXLZC"
"NSWCV3PZ","journalArticle","A connectionist central pattern generator for the aquatic and terrestrial gaits of a simulated salamander","10.1007/s004220000211","2001-4-12","Biological Cybernetics","3JICMNZE;7MUA9TNJ;EZYZVY6T;JHS52VG2;JNXN9AAK;PCKP9AS7;TYJX29H8"
"YR8533YK","journalArticle","Physiologically based controller for generating overground locomotion using functional electrical stimulation.","10.1152/jn.01177.2006","2007-03-01","Journal of Neurophysiology","N9R9QB36"
"SPM6IQ25","journalArticle","Flexor and Extensor Ankle Afferents Broadly Innervate Locomotor Spinal Shox2 Neurons and Induce Similar Effects in Neonatal Mice.","10.3389/fncel.2019.00452","2019-10-09","Frontiers in Cellular Neuroscience","N9R9QB36"
"9PY3EFVG","journalArticle","Neuromuscular Model-Based Sensing And Control Paradigm For A Robotic Leg",,"2013-04-18",,"N9R9QB36"
"2SCC9MZI","journalArticle","Multistate network model for the pathfinding problem with a self-recovery property","10.1016/j.neunet.2014.08.008","02/2015","Neural Networks","QUIZCN5R"
"UXIPZ8TG","journalArticle","Stimulation Pattern That Maximizes Force in Paralyzed and Control Whole Thenar Muscles | Journal of Neurophysiology",,,,"AJENK7I2;PUS8CILG;SUKCWFGV"
"3RHFE8KI","journalArticle","Current Principles of Motor Control, with Special Reference to Vertebrate Locomotion","10.1152/physrev.00015.2019","2020-01","Physiological Reviews","XK5E9LE4"
"JQHXG7YZ","journalArticle","Common Principles of Motor Control in Vertebrates and Invertebrates","10.1146/annurev.ne.16.030193.001405","1993-01-01","Annual Review of Neuroscience","N9R9QB36"
"VDQ96GP3","journalArticle","One Rhodopsin per Photoreceptor: Iro-C Genes Break the Rule","10.1371/journal.pbio.0060115","Apr 29, 2008","PLOS Biology","5T5PXLZC"
"76XDTN7S","journalArticle","Decoding the organization of spinal circuits that control locomotion","10.1038/nrn.2016.9","2016-03-03","Nature Reviews Neuroscience","N9R9QB36"
"IQJ3CPKF","journalArticle","Contribution of Sensory Feedback to the Generation of Extensor Activity During Walking in the Decerebrate Cat","10.1152/jn.1999.81.2.758","1999-02-01","Journal of Neurophysiology","N9R9QB36"
"JWVJHKT9","journalArticle","The Effect of DOPA on the Spinal Cord 6. HalfΓÇÉcentre organization of interneurones transmitting effects from the flexor reflex afferents","10.1111/j.1748-1716.1967.tb03637.x","1967-07-01","Acta Physiologica Scandinavica","N9R9QB36"
"GCLWV2QE","journalArticle","Sensory Modulation of Locomotor-Like Membrane Oscillations in Hb9-Expressing Interneurons","10.1152/jn.00996.2009","2010-06-01","Journal of Neurophysiology","N9R9QB36"
"ERQMF4UN","attachment","Hunt-ASME_Final.pdf",,,,"AJENK7I2"
"ZD56IMT7","journalArticle","Major role for sensory feedback in soleus EMG activity in the stance phase of walking in man.","10.1111/j.1469-7793.2000.00817.x","2000-03-01","The Journal of Physiology","N9R9QB36"
"294C8B6I","journalArticle","Activity of bifunctional motoneurons during fictive locomotion: a computational modeling study",,"2010-01-01",,"N9R9QB36"
"2AL8SKEY","journalArticle","Central Pattern Generator for Locomotion: Anatomical, Physiological, and Pathophysiological Considerations","10.3389/fneur.2012.00183","2013-02-08","Frontiers in Neurology","N9R9QB36"
"TVQKRX4Y","journalArticle","The mammalian spinal commissural system: properties and functions.","10.1152/jn.00347.2019","2020-01-01","Journal of Neurophysiology","N9R9QB36"
"TQIV2N3H","journalArticle","Spinal Interneurons: Diversity and Connectivity in Motor Control","10.1146/annurev-neuro-083122-025325","2023-07-10",,"N9R9QB36"
"W3R49D73","journalArticle","Cutaneous inputs from perineal region facilitates and modulates spinal locomotor activity and reduces cutaneous reflexes from the foot in spinal cats","10.1101/2020.07.29.226530","2020-07-30","bioRxiv","N9R9QB36"
"ALRMD9WA","journalArticle","Reynolds averaged turbulence modelling using deep neural networks with embedded invariance","10.1017/jfm.2016.615","2016/11","Journal of Fluid Mechanics","MMK48V5F;U65AP8TW"
"RRC9FCX6","journalArticle","A reconsideration of the central pattern generator concept for locust flight","10.1007/BF00609460","1987","Journal of Comparative Physiology A","3JICMNZE;7MUA9TNJ;JHS52VG2;JNXN9AAK;PDND6A7U;TYJX29H8;XQ5EJAKY"
"KCU258VQ","journalArticle","Automated neuron model optimization techniques: a review","10.1007/s00422-008-0257-6","11/2008","Biological Cybernetics","YGJ8NW46"
"WU8CHPJV","journalArticle","On the definition of central pattern generator and its sensory control","10.1007/BF00337116","05/1986","Biological Cybernetics","TYJX29H8"
"LU7H5KXP","journalArticle","Control of ankle extensor muscle activity in walking cats","10.1152/jn.00944.2011","2012-11-15","Journal of Neurophysiology","N9R9QB36"
"83PE4KEE","journalArticle","Fixed-wing MAV attitude stability in atmospheric turbulenceΓÇöPart 2: Investigating biologically-inspired sensors","10.1016/j.paerosci.2014.06.002","November 1, 2014","Progress in Aerospace Sciences","8KUXKGCX;U65AP8TW;VD7TQ8M3"
"INEC8ZQU","journalArticle","Biorobotic approaches to the study of motor systems","10.1016/s0959-4388(98)80121-9","1998-12-01","Current Opinion in Neurobiology","N9R9QB36"
"N2G8P5GP","journalArticle","A neuromechanical model exploring the role of the common inhibitor motor neuron in insect locomotion.","10.1007/s00422-019-00811-y","2020-02-01","Biological Cybernetics","N9R9QB36"
"XDJSTRBP","journalArticle","Neural networks that co-ordinate locomotion and body orientation in lamprey","10.1016/0166-2236(95)80008-p","1995-01-01","Trends in Neurosciences","N9R9QB36"
"DTAEXW5V","journalArticle","The role of proprioceptive feedback in the regulation and adaptation of locomotor activity.","10.1007/978-1-4615-0713-0_40","2002-01-01","Advances in Experimental Medicine and Biology","N9R9QB36"
"EFI559B5","journalArticle","V1 and V2b Interneurons Secure the Alternating Flexor-Extensor Motor Activity Mice Require for Limbed Locomotion","10.1016/j.neuron.2014.02.013","2014-04-02","Neuron","N9R9QB36"
"X7XNX2HJ","journalArticle","What functions do reflexes serve during human locomotion","10.1016/s0301-0082(98)00081-1","1999-06-01","Progress in Neurobiology","N9R9QB36"
"YYNEMM47","journalArticle","The Effect of DOPA on the Spinal Cord 5. Reciprocal organization of pathways transmitting excitatory action to alpha motoneurones of flexors and extensors","10.1111/j.1748-1716.1967.tb03636.x","1967-07-01","Acta Physiologica Scandinavica","N9R9QB36"
"WREDTJZY","journalArticle","Sensorimotor control of gait: a novel approach for the study of the interplay of visual and proprioceptive feedback","10.3389/fnhum.2015.00014","2015-02-09","Frontiers in Human Neuroscience","7N4C29P2"
"KU6IMVY2","journalArticle","Multiple modes of electrical activities in a new neuron model under electromagnetic radiation","10.1016/j.neucom.2016.05.004","09/2016","Neurocomputing","YGJ8NW46"
"4QA8TVZM","journalArticle","Influence of Brain Stem on Axial and Hindlimb Spinal Locomotor Rhythm Generating Circuits of the Neonatal Mouse.","10.3389/fnins.2018.00053","2018-02-09","Frontiers in Neuroscience","N9R9QB36"
"ZWE4FJGE","conferencePaper","Central pattern generator and its learning via simultaneous perturbation method","10.1109/IJCNN.2012.6252803","06/2012",,"TYJX29H8"
"YB3UHSM3","journalArticle","Load-regulating mechanisms in gait and posture: comparative aspects.","10.1152/physrev.2000.80.1.83","2000-01-01","Physiological Reviews","N9R9QB36"
"7QRJD27N","journalArticle","A Functional Subnetwork Approach to Designing Synthetic Nervous Systems That Control Legged Robot Locomotion","10.3389/fnbot.2017.00037","2017","Frontiers in Neurorobotics","5CRWN2QL;6TF2M9GP;7E78U3HX;7MUA9TNJ;8A6RE9ZG;BBGSDJ8D;CQ4PSU6E;G2YJMU83;GH5SI7R8;HH56GVGM;JHS52VG2;N6HLE6P7;N9R9QB36;RK95XFHP;RPTFU546;S495ULAK;S7EBCZE4;SEM476TQ;TK8F7HCH;V22WMIYJ;VD7TQ8M3"
"K5UDNXTE","journalArticle","Tonic Central and Sensory Stimuli Facilitate Involuntary Air-Stepping in Humans","10.1152/jn.90895.2008","2009-04-01","Journal of Neurophysiology","N9R9QB36"
"9VS8WQU3","journalArticle","Segmental organization of vestibulospinal inputs to spinal interneurons mediating crossed activation of thoracolumbar motoneurons in the neonatal mouse.","10.1523/jneurosci.5188-14.2015","2015-05-27","The Journal of Neuroscience","N9R9QB36"
"V5TFLQBV","journalArticle","Descending and Local Network Interactions Control Adaptive Locomotion",,"2014-12-04",,"N9R9QB36"
"YKVBPLHA","journalArticle","Initiation of locomotion in mammals.","10.1111/j.1749-6632.1998.tb09040.x","1998-11-01","Annals of the New York Academy of Sciences","N9R9QB36"
"YKWJLUHP","journalArticle","Emergent synchrony in locally coupled neural oscillators","10.1109/72.392256","7/1995","IEEE Transactions on Neural Networks","7MUA9TNJ;G2YJMU83;JHS52VG2;QUIZCN5R"
"WNTBWC33","journalArticle","Multisensory Feedback Can Enhance Embodiment Within an Enriched Virtual Walking Scenario","10.1162/PRES_a_00190","2014-10-01","Presence: Teleoperators and Virtual Environments","7N4C29P2"
"753KL7RM","journalArticle","Nonlinear Modulation of Cutaneous Reflexes with Increasing Speed of Locomotion in Spinal Cats","10.1523/JNEUROSCI.3042-16.2017","2017-03-14","The Journal of Neuroscience","N9R9QB36"
"7TLC7VSP","journalArticle","Biologically based distributed control and local reflexes improve rough terrain locomotion in a hexapod robot","10.1016/0921-8890(96)00003-6","1996-07-01","Robotics and Autonomous Systems","N9R9QB36"
"DM5F38IE","journalArticle","Sophisticated spinal contributions to motor control","10.1016/S0166-2236(03)00073-0","5/2003","Trends in Neurosciences","N9R9QB36"
"ZN3KKW8R","journalArticle","Math Modeling of Interlimb Coordination in Cat Locomotion",,"2020-01-01",,"N9R9QB36"
"VPTKMLDB","journalArticle","Biomechanics of fast-start swimming in fish","10.1016/S1095-6433(01)00461-5","12/2001","Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology","VD8SAM7F"
