id,title,primary,secondary,year,doi,animals,feedback,models_ref,models2,reviews,has_pdf,has_notes,notes
recWr7gpW0WgDVeff,Pseudo-proprioceptive motion feedback by electric stimulation,Hasegawa,,2012,10.1109/mhs.2012.6492480,,,,,,False,False,
recWtHdlsrhrRRnXz,in intact adult cats interlimb coordination during quadrupedal locomotion step-by-step basis and its impact on the consistency of Speed-dependent modulation of phase variations on a,Frigon,D’Angelo; Thibaudier; Hurteau; Telonio; Kuczynski; Dambreville,2014,,,,,,,False,False,
recWxAmum8kwHL5uD,Proprioceptive regulation of locomotion.,Pearson,,1995,10.1016/0959-4388(95)80107-3,Cat; Insects; Arthropods,Ib stance to swing; Ia or II stance to swing,,,Pearson 1995,False,True,"Review of proprioceptive regulation across walking systems: during locomotion, Golgi tendon organ feedback from extensor muscles reverses from inhibition to excitation, maintaining stance while the extensors are loaded and helping time the stance-to-swing transition, while primary and secondary spindle afferents also influence the timing of the rhythm — establishing phase-dependent reflex reversal as a general feature of cat and arthropod walking."
recXQWHQPjyadyjKl,Joint forces in extension of the knee: Analysis of a mechanical model,Nisell,,1986,10.3109/17453678608993213,,,,Nisell 1986,,False,True,"Computational model study. Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=iort20 Acta Orthopaedica Scandinavica ISSN: 0001-6470 (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/iort19 Joint forces in extension of the knee: Analysis of a mechanical model Ralph Nisell, Gunnar Németh & Hans Ohlsén To cite this..."
recXTg66n5j5IRRbn,Reactive posture behaviors for stable legged locomotion over steep inclines and large obstacles,Roennau,,2014,10.1109/iros.2014.6943257,,,,,,False,False,
recXVuB69yaIn6437,Walking with perturbations: a guide for biped humans and robots,Duysens and Forner-Cordero,,2018,10.1088/1748-3190/aada54,Human,,,,Duysens and Forner-Cordero 2018,True,True,"Review of bipedal walking for biologists and roboticists: argues CPG function is fundamentally asymmetric (the flexor half more tightly coupled to the rhythm generator), catalogs phase-dependent trip-recovery strategies (elevating and lowering) and the comparison of expected versus actual feedback for stepping into a hole, and tracks emerging robotics implementations including learning to fall safely and split-belt disturbances."
recXW34i5WwjznlgT,Multifrequency Hebbian plasticity in coupled neural oscillators,Kim,,2021,10.1007/s00422-020-00854-6,,,,,,False,False,
recXXhYpfQ7Z2JogA,How swifts control their glide performance with morphing wings,Lentink,,2007,10.1038/nature05733,Vertebrates,,,Lentink 2007,,False,True,"Computational model study. Here we describe the aerodynamic and structural performance of actual swift wings, as measured in a wind tunnel, and on this basis build a semi- empirical glide model."
recXa5IYgA1M55Wii,Using animal data and neural dynamics to reverse engineer a neuromechanical rat model,Hunt,,2015,10.1007/978-3-319-22979-9_21,Rat,,,Hunt 2015,,True,False,
recXastPRIyZzzaN1,Proprioceptive Feedback and Movement Regulation,Procházka and Prochazka,,2011,10.1002/cphy.cp120103,,,,,,True,False,
recXdsqbLWdkE9OL0,Activation of the central pattern generators for locomotion by serotonin and excitatory amino acids in neonatal rat.,Cazalets,Sqalli-Houssaini; Clarac,1992,10.1113/jphysiol.1992.sp019296,Rat; Mammals,Fictive locomotion without sensory feedback,,,,True,True,"In the isolated neonatal rat brainstem–spinal cord, bath-applied serotonin (acting via 5-HT1/5-HT2, not 5-HT3 receptors) and excitatory amino acids (NMDA- and non-NMDA-receptor dependent) elicit right–left alternating fictive locomotion with dose-dependent cycle period (10→5 s for 5-HT, 3→1 s for EAA agonists) — the standard pharmacological activation assay for the mammalian locomotor CPG in vitro."
recXedSz4OBEuh3EX,Patterns of locomotor drive to motoneurons and last-order interneurons: clues to the structure of the CPG.,Burke,Degtyarenko; Simon,2001,10.1152/jn.2001.86.1.447,,,,,,True,False,
recXmEkDlhklOeym7,Flush Air Data Sensing for Soaring-Capable UAVs,Quindlen,,2013,10.2514/6.2013-1153,,,,,,False,True,Introduction S mall Uninhabited Ferial Vehicles t uavsux with a wingspan of + meters or less and mass under 1 kgx have tremendous potential in military and civilian applicationsz These aircraft are usually handylaunchable with small operational footprintsx but this small size also limits payload...
recXn5YzGAlqnE7K9,Ensemble firing of muscle afferents recorded during normal locomotion in cats,Procházka and Gorassini,,1998,10.1111/j.1469-7793.1998.293bu.x,,,,,,False,False,
recXt4bhWsEbqEssP,Pyridoxine Treatment Alters Embryonic Motility in Chicks: Implications for the Role of Proprioception,Sharp,,2015,10.1002/dev.21282,,,,,,False,True,"We conclude that proprioception is initially used during embryogenesis to modulate the strength of motor output, but that it is not incorporated into other aspects of pattern generation until later in development as poly-synaptic pathways develop."
recXt88DOM42AHODN,"Practice-related improvements in posture control differ between young and older adults exposed to continuous, variable amplitude oscillations of the support surface",Van Ooteghem,,2009,10.1007/s00221-009-1995-y,,,,,,False,True,This study provides important insight into the ability of older adults to demonstrate longer-term improvements in postural regulation.
recXtyKrIknLJzh2R,Dynamic response of human muscle spindle afferents to stretch during voluntary contraction,Kakuda,,1998,10.1111/j.1469-7793.1998.621bb.x,Cat; Human,,,,,False,True,This study was conducted to investigate the basic pattern of dynamic and static fusimotor actions on human muscle spindles.
recY24aCWMmh1bmhT,Locomotor Pattern Generation in the Rodent Spinal Cord,Harris-Warrick,,2022,10.1007/978-1-0716-1006-0_48,,,,,,True,False,
recY2yVKiHmqH2TuE,Afferent-mediated modulation of the soleus muscle activity during the stance phase of human walking,Mazzaro,,2006,10.1007/s00221-006-0451-5,,,,,,False,False,
recY41ERWgQke3UEU,Doublet Electrical Stimulation Enhances Torque Production in People With Spinal Cord Injury,Chang,,2011,10.1177/1545968310390224,Human,,,,,False,True,Objective—This study compared the effects of hybrid patterns of muscle stimulation in individuals with acute and chronic SCI.
recY5mH8m3FZfcXhK,Strategies for dynamic stability during adaptive human locomotion,Patla,,2003,10.1109/memb.2003.1195695,,,,,,False,False,
recY6tB6S2au4jFCY,Adaptive Control Responses to Behavioral Perturbation Based Upon the Insect,Ritzmann,Quinn; Willis; Perry,2006,,Insects; Cockroach,,,,,False,True,"Final report on Eglin AFB-supported Case Western Reserve work on decision behaviors in insect walking: quantitative descriptions of cockroaches choosing to climb over or tunnel under barriers, brain-lesion experiments localizing where descending turning commands are formulated, and a robotic leg built to test the hypotheses at the systems level."
recYBjPbbYSE2WgdH,Myotomal Muscle Function at Different Locations in the Body of a Swimming Fish,Altringham,,1993,10.1242/jeb.182.1.191,,,,,,False,True,"In the ﬁsh, phase differences between caudally travelling waves of muscle activation and ﬁsh bending suggest a change in muscle function along the body."
recYC3Vr0fYcePhr4,Computer simulation of stepping in the hind legs of the cat: an examination of mechanisms regulating the stance-to-swing transition.,Ekeberg and Pearson,,2005,10.1152/jn.00065.2005,,,,,,True,False,
recYFrbN5v40zPqFf,Muscle Synergy Organization Is Robust Across a Variety of Postural Perturbations,Torres-Oviedo,,2006,10.1152/jn.00810.2005,,,,,,False,True,"55 articles, 38 of which you can access for free at: This article cites http://jn.physiology.org/content/96/3/1530.full#ref-list-1 31 other HighWire-hosted articles: This article has been cited by http://jn.physiology.org/content/96/3/1530#cited-by including high resolution figures, can be found at: Updated information and services http://jn.physiology.org/content/96/3/1530.full can be found at: Journal of..."
recYLE3O2RRPv3yTp,Evaluation of intracellular labeling with micron-sized particles of iron oxide (MPIOs) as a general tool for in vitro and in vivo tracking of human stem and progenitor cells.,Boulland,Leung; Thuen; Vik-Mo; Joel; Perreault; Langmoen; Haraldseth; Glover,2012,10.3727/096368911x627598,,,,,,True,True,"Intracellular labeling with micron-sized iron oxide particles (MPIOs) gives MRI-detectable tracking of human stem and progenitor cells with superior detectability over smaller iron oxide particles, but labeling and uptake efficiencies vary strongly across the six tested human cell types, so labeling must be validated per cell type."
recYNXjJEH4sr5u1v,Experiments and models of sensorimotor interactions during locomotion,Frigon and Rossignol,,2006,10.1007/s00422-006-0129-x,,,,,,False,False,
recYU7SLR2XHrfH0W,Shining light into the black box of spinal locomotor networks,Whelan,,2010,10.1098/rstb.2009.0322,,,,,,True,False,
recYcaqhK8ItCNuvf,A quantitative description of membrane current and its application to conduction and excitation in nerve,Hodgkin,,1952,10.1113/jphysiol.1952.sp004764,,,,,,False,False,
recYd8bwl6gcq1KwR,Optogenetic dissection reveals multiple rhythmogenic modules underlying locomotion,Hägglund,Dougherty; Borgius; Itohara; Iwasato; Kiehn,2013,10.1073/pnas.1304365110,,,,,,False,False,
recYl31CK3uvhETEl,Taking the Human Out of the Loop: A Review of Bayesian Optimization,Shahriari,,2016,10.1109/jproc.2015.2494218,Human,,,,Shahriari 2016,False,True,Review of taking human out loop:. These parameters are often specified and hard-coded into the software by various developers or teams.
recZ1qPrgoxVbic8M,The stride cycle of the cat: the modelling of locomotion by computerized analysis of automatic recordings.,Halbertsma,,1983,,,,,,,False,False,
recZHNB1qamUvWY1D,HALF-CENTRES REVISITED,Lundberg,,1981,10.1016/b978-0-08-026814-9.50025-9,,,,,,False,False,
recZJU3Tv1NeOUDiG,Dynamic spinal reflex adaptation during locomotor adaptation,Refy,Blanchard; Miller-Peterson; Dalrymple,2023,10.1152/jn.00248.2023,,,,,,False,False,
recZNGVV5CmEzj8R4,"Peripheral control of the cat's step cycle. II. Entrainment of the central pattern generators for locomotion by sinusoidal hip movements during ""fictive locomotion.""",Andersson and Grillner,,1983,10.1111/j.1748-1716.1983.tb07267.x,Cat; Mammals,,,,,False,True,"In low-spinal curarized cats with pharmacologically evoked fictive locomotion, sinusoidal hip movements entrain the burst pattern in strict 1:1 coordination over roughly ±5–70% of the resting burst period, with flexion-phase movements driving flexor efferents and extension driving extensors — direct evidence that hip-joint afferent feedback can pace the spinal locomotor CPG."
recZOVbsy99bqVs8D,Math Modeling of Interlimb Coordination in Cat Locomotion,Latash,,2020,,,,,,,False,False,
recZVayeFS2NnRjwz,On the Dynamic Stability of Biped Locomotion,Gubina,,1974,10.1109/tbme.1974.324294,,,,,,False,False,
recZXSlbcNhYVfUfX,Lateral Stepping for Postural Correction in Parkinson’s Disease,King,,2008,10.1016/j.apmr.2007.11.017,Human,,,,,False,True,"The objective of this study is to characterize, for the first time, the lateral stepping strategies for postural correction in patients with Parkinson’s Disease (PD) and the effect of their antiparkinson medication."
recZblEttLs7yl33F,Epidural spinal cord stimulation as an intervention for motor recovery after motor complete spinal cord injury.,Hachmann,Yousak; Wallner; Gad; Edgerton; Gorgey,2021,10.1152/jn.00020.2021,,,,,,False,False,
recZgIYBM8EyHr7jQ,A Neuromechanical Rat Model with a Complete Set of Hind Limb Muscles,Young,Hunt; Quinn,2018,10.1007/978-3-319-95972-6_57,,,,,,True,False,
recZwtDDwdrsoueni,Design of a Four-Bar Latch Mechanism and a Shear-Based Rotary Viscous Damper for Single-Axis Prosthetic Knees,Arelekatti,,2021,10.1115/1.4052804,Human,,,,,False,True,"In this study, we present the design and preliminary testing of two distinct mechanism modules that are novel for passive prosthetic knee applications: the stability module and the damping module."
recZxoFgqdQh2aUJO,Cutaneous inputs from perineal region facilitates and modulates spinal locomotor activity and reduces cutaneous reflexes from the foot in spinal cats,Merlet,Harnie; Macovei; Doelman; Gaudreault; Frigon,2020,10.1101/2020.07.29.226530,,,,,,True,False,
reca10selgQlFrpHA,Candidate interneurones mediating group I disynaptic EPSPs in extensor motoneurones during fictive locomotion in the cat.,Angel,Jankowska; McCrea,2005,10.1113/jphysiol.2004.076034,,,,,,False,False,
reca494vWEYiEgpAM,Central drive and proprioceptive control of antennal movements in the walking stick insect,Krause,,2013,10.1016/j.jphysparis.2012.06.001,,,,,,False,False,
reca4OL8XXDjk9p7L,Major role for sensory feedback in soleus EMG activity in the stance phase of walking in man.,Sinkjær,Andersen; Ladouceur; Christensen; Nielsen,2000,10.1111/j.1469-7793.2000.00817.x,,,,,,True,False,
reca9u3Nw2ixEPeW3,The functional diversity of spinal interneurons and locomotor control,Deska-Gauthier and Zhang,,2019,10.1016/j.cophys.2019.01.005,,,,,,False,False,
recaEiW1fv8QTlWkz,A model of scale effects in mammalian quadrupedal running,Herr,,2002,,,,,Herr 2002,,True,False,
recaHgeOwaaT9XnUu,The Effect of DOPA on the Spinal Cord 5. Reciprocal organization of pathways transmitting excitatory action to alpha motoneurones of flexors and extensors,Jankowska et al.,,1967,10.1111/j.1748-1716.1967.tb03636.x,Cat,Ia reciprocal inhibition,,,,False,True,DOPA evokes a reciprocal organization of excitatory pathways to flexor and extensor alpha motoneurones — the pharmacological foundation of the half-center model of fictive locomotion.
recaNZlCyLNJ1El0a,Modelling genetic reorganization in the mouse spinal cord affecting left–right coordination during locomotion,Rybak,Shevtsova; Kiehn,2013,10.1113/jphysiol.2013.261115,Mice,,,Rybak 2013,,False,True,"A computational model of the left-right commissural circuitry (inhibitory and excitatory commissural interneuron populations plus an EphA4-positive subpopulation) reproduces the gait phenotypes of axon-guidance mutations — EphA4 knockout converts to synchronized hopping via crossed excitation, Netrin-1 knockout by loss of contralateral inhibition, DCC knockout by loss of both — and shows amplified inhibition restores alternation in EphA4 and DCC knockouts but not Netrin-1 knockouts."
recaVJVukatwf61bM,A graphics-based software system to develop and analyze models of musculoskeletal structures,Delp,,1995,10.1016/0010-4825(95)98882-e,,,,Delp 1995,,False,True,Computational model study. -We have created a graphics-based software system that enables users to develop and analyze musculoskeletal models without programming.
recaZssD04YrPVWVp,Actions from group II muscle afferents during fictive locomotion are not mediated through the short latency flexion reflex pathways,Perreault,Guertin; McCrea,1995,,,,,,,False,False,
recacD0JBbRUM6LIS,Motor control by precisely timed spike patterns,Srivastava,,2017,10.1073/pnas.1611734114,,,,Srivastava 2017,Srivastava 2017,True,True,"Review of motor control precisely timed spike patterns. Computational model study. Although traditional theories assume that this information is conveyed by the total number of spikes fired within a specified time interval (spike rate), recent stud- ies have shown that additional information is carried by the milli- second-scale timing patterns of action potentials (spike timing)."
recafnPacssmJFhBt,The Bcm rule allows a spinal cord model to learn rhythmic movements,Kohler,Röhrbein; Knoll; Albu-Schäffer,2023,10.1007/s00422-023-00970-z,,,,,,True,False,
recarXavQvr9qVGQ6,Effects ofstimulation ofhindlimb flexor groupIIafferents during fictive locomotion inthecat,Perreault,Angel; Guertin; McCrea,2011,,,,,,,False,False,
recatkVWkfxHx6VRL,Biological Pattern Generation: The Cellular and Computational Logic of Networks in Motion,Grillner,,2006,10.1016/j.neuron.2006.11.008,,,,,,True,False,
recavQk5aFemCO6Ay,Robust passive dynamics of the musculoskeletal system compensate for unexpected surface changes during human hopping,van der Krogt,,2009,10.1152/japplphysiol.91189.2008,Human,,,,,False,True,"28 articles, 11 of which you can access free at: This article cites http://jap.physiology.org/cgi/content/full/107/3/801#BIBL including high-resolution figures, can be found at: Updated information and services http://jap.physiology.org/cgi/content/full/107/3/801 can be found at: Journal of Applied Physiologyabout Additional material and information http://www.the-aps.org/publications/jappl This information is current as of..."
recawoXfKMSJgoPyx,Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation,Sra,,2019,10.1145/3290605.3300905,,,,,,False,False,
recaxMKMbXnTQarAB,Connectivity and Regional Distribution of Constituent Cells of the Mammalian Locomotor Central Pattern Generator,Griener,,2016,10.7939/r3639kg5w,Mammals; Rat; Mice,,,,,False,True,Anatomical validation of the two-level Rybak–McCrea CPG architecture: connectivity and regional distribution of rhythmogenic and pattern-forming populations across lumbar segments.
recaxlexn0oGcgAwz,Central control of interlimb coordination and speed-dependent gait expression in quadrupeds.,Danner et al.,,2016,10.1113/jp272787,Cat,,,Danner 2016,,False,True,"Computational demonstration that one spinal circuit with commissural and intralimb coupling reorganizes across speeds to express walk, trot, and gallop — gait expression emerges from speed-dependent coordination, not separate CPGs."
recayW4BudURUfmSb,Models of ensemble firing of muscle spindle afferents recorded during normal locomotion in cats,Procházka and Gorassini,,1998,10.1111/j.1469-7793.1998.277bu.x,,,,,,False,False,
recb19Pp2UQsnvUlf,Towards a factored analysis of legged locomotion models,Altendorfer,,2003,10.1109/robot.2003.1241570,,,,,,False,False,
recb1Jn0d5PIm6gpk,"Decoding the mechanisms of gait generation in salamanders by combining neurobiology, modeling and robotics",Bicanski,,2013,10.1007/s00422-012-0543-1,Salamander,,,,,True,True,"Salamanders exhibit both swimming and stepping gaits and is faced with the problem of producing efficient propulsive forces using the same musculo-skeletal system in two environments with significant physical differences in density, viscosity and gravitational load. Authors' approach is based on a combination of neurophysiological experiments, numerical modeling at different levels of abstraction, and robotic validation using an amphibious salamander-like robot."
recb2JUaM9rvetAJK,Neural substrates involved in the control of posture,Takakusaki,,2017,10.1080/01691864.2016.1252690,,,,,Takakusaki 2017,False,True,"Review of neural substrates involved control posture. Automatic process of postural control, which is termed as postural reflexes including head–eye coordination accompanied by appropriate alignment of body segments, is mediated by the descending pathways from the brainstem."
recb3RXnbpgG9r1ug,"Central Pattern Generator for Locomotion: Anatomical, Physiological, and Pathophysiological Considerations",Guertin,,2013,10.3389/fneur.2012.00183,,,,,,True,False,
recb56qN4IJw74RhK,An Intersegmental Neuronal Architecture for Spinal Wave Propagation under Deletions,Pérez,Tapia; Mirasso; Garcia-Ojalvo; Quevedo; Cuellar; Manjarrez,2009,10.1523/jneurosci.1737-09.2009,,,,,,False,False,
recb6bIamWBF9M5SY,Optimal sensorimotor transformations for balance,Lockhart,,2007,10.1038/nn1986,Cat; Human,,,Lockhart 2007,,False,True,Computational model study. Optimal sensorimotor transformations for balance Daniel B Lockhart 1 & Lena H Ting 2 Here we have identiﬁed a sensorimotor transformation that is used by a mammalian nervous system to produce a multijoint motor behavior.
recbEFSrkhmkQiXhA,"Sensory Coupled Action Switching Modules Generate Robust, Adaptive Stepping in Legged Robots",Lewinger,Rutter; Bluemel; Bueschges; Quinn,2006,,,,,,,False,False,
recbEV2Kk2xjZqNEm,Motor control of an insect leg during level and incline walking,Dallmann,,2019,10.1242/jeb.188748,Stick Insect; Insects,,,,,False,True,"Here, we studied these parameters in hindlegs of stick insects ( Carausius morosus ) during level and uphill/downhill (±45 deg) walking, using a combination of electromyography, 3D motion capture and ground reaction force measurements."
recbMS9RPrgSZOuZs,Sensory-evoked perturbations of locomotor activity by sparse sensory input: a computational study,Bui and Brownstone,,2015,10.1152/jn.00866.2014,Mammals,,,Bui and Brownstone 2015,,False,True,Computational study showing sparse sensory input can perturb and restructure locomotor activity; small afferent signals access widely distributed locomotor networks.
recbNW3rCTH0YS9k7,The mammalian spinal commissural system: properties and functions.,Maxwell and Soteropoulos,,2020,10.1152/jn.00347.2019,,,,,,False,False,
recbOcmCe7wUEO8lD,Tuning of neural oscillators for the design of rhythmic motions,Arsenio,,2000,10.1109/robot.2000.844870,,,,,,False,False,
recbVqldi5Syu9R8v,The dominant role of the hip in multijoint reflex responses in human spinal cord injury,Onushko,,2011,,,,,,,False,False,
recbY36BQwAJMtE5M,A Survey on CPG-Inspired Control Models and System Implementation,Yu,,2014,10.1109/tnnls.2013.2280596,,,,,,False,False,
recbcLcXyLj6HUiJ2,Oscillatory network with self-organized dynamical connections for synchronization-based image segmentation,Kuzmina,,2004,10.1016/j.biosystems.2004.05.005,,,,Kuzmina 2004,,False,True,Computational model study. It is able to demonstrate either activity state (stable undamped oscillations) or “silence” (quickly damped oscillations).
recbdmPohBK1Qlvi7,Characterization of WT1-expressing interneurons and investigation of their role in locomotion,Haque,,2019,10.7939/r3-jt04-kz83,,,,,,True,False,
recbeg1fqb2NiVfRr,Flow field sensing with bio-inspired artificial hair cell arrays,Sarlo,,2016,10.1016/j.snb.2016.05.091,,,,,,False,True,"Inspired by this principle, an artiﬁcial hair cell (AHC) sensory method based on bio-membrane transducers is developed for airﬂow sensing."
recbgZ8NQ9kpniSHd,Unveiling the role of plasticity rules in reservoir computing,Morales,,2021,10.1016/j.neucom.2020.05.127,,,,Morales 2021,,True,True,"Computational model study. Testing on nonlinear time series prediction tasks, we show evidence that improved performance in all plastic models are linked to a decrease of the pair-wise correlations in the reservoir, as well as a signiﬁcant increase of individual neurons ability to separate similar inputs in their..."
recbjKuRDWR1NyZWC,Control of locomotor cycle durations.,Yakovenko,McCrea; Stecina; Procházka,2005,10.1152/jn.00991.2004,,,,,,True,False,
recbsjTuemJTPPkv5,Contribution of Afferent Feedback to Adaptive Hindlimb Walking in Cats: A Neuromusculoskeletal Modeling Study,Kim,Aoi; Fujiki; Danner; Markin; Ausborn; Rybak; Yanagihara; Senda; Tsuchiya,2022,10.3389/fbioe.2022.825149,,,,,,True,False,
recbuZPxtSFoexUn3,A controller perspective on biological gait control: Reflexes and central pattern generators,Duysens and Forner-Cordero,,2019,10.1016/j.arcontrol.2019.04.004,Human; Cat,,,,Duysens and Forner-Cordero 2019,True,True,"Reviews the neural control of gait from a control-engineering perspective and argues the biological CPG is asymmetric: the rhythm generator drives the flexor half in feedforward fashion while the extensor half operates in feedback mode, gated by external inputs such as ground contact — an architecture with direct implications for how biped robots should couple CPGs to contact sensing."
recbvDYMph6T7ltHE,"The Merits of Passive Compliant Joints in Legged Locomotion: Fast Learning, Superior Energy Efficiency and Versatile Sensing in a Quadruped Robot",Hoffmann,,2017,10.1016/s1672-6529(16)60374-8,,,,,,False,False,
recc1Jk4JOa1qczYT,Position dependence of ankle joint dynamics—I. Passive mechanics,Weiss,,1986,10.1016/0021-9290(86)90196-x,,,,,,False,True,These results show that large variations in joint mechanics are possible even in the absence of voluntary muscle contraction.
recc1Vd67f6iYniIN,Effect of stimulating the lumbar skin caudal to a complete spinal cord injury on hindlimb locomotion,Hurteau,Thibaudier; Dambreville; Desaulniers; Frigon,2015,10.1152/jn.00739.2014,Cat,,,,,False,True,"Mechanical stimulation of the lumbar skin above a complete spinal transection disrupts spinal locomotion in walking cats — pinching stops stepping and abolishes weight support, focal clip stimulation reduces flexor and extensor activity and shifts paw placement caudally, with strongest effects from L3-L5 — showing cutaneous input modulates the excitability of the spinal rhythm-generating segments themselves."
reccGU29m4hTqLMqz,Adaptation of postural control to perturbations—a process that initiates long-term motor memory,Tjernström,,2002,10.1016/s0966-6362(01)00175-8,Human,,,,,False,True,"The ﬁndings suggest that balance rehabilitation should include a variety of repeated exercises, which are sufﬁciently long to induce habituation."
reccJgmdGOaUVdO0n,Neuromuscular responses to gait perturbations in freely moving cats.,Wand,Procházka; Sontag,1980,10.1007/bf00237937,,,,,,False,False,
reccLn6XYsnyAJmyX,Mechanical aspects of legged locomotion control,Koditschek,,2004,10.1016/j.asd.2004.06.003,,,,,,False,False,
reccPx0Fy5KhQ5eP7,Design and Characterization of Artificial Haircell Sensor for Flow Sensing With Ultrahigh Velocity and Angular Sensitivity,Chen,,2007,10.1109/jmems.2007.902436,Human; Insects,,,,,False,True,"Engel, Member, IEEE, Yingchen Yang, Saunvit Pandya, and Chang Liu Abstract—We report the development of an artiﬁcial haircell (AHC) sensor with design inspired by biological haircells."
reccQbYLfXy5GgoVi,Functional Neuroanatomy for Posture and Gait Control,Takakusaki,,2017,10.14802/jmd.16062,,,,,,False,True,"Copyright © 2017 The Korean Movement Disorder Society 1 Functional Neuroanatomy for Posture and Gait Control Kaoru Takakusaki The Research Center for Brain Function and Medical Engineering, Asahikawa Medical University, Asahikawa, Japan Received: December 13, 2016 Accepted: December 15, 2016 Corresponding author: Kaoru Takakusaki, MD,..."
reccXh6N1BuE4gy39,Evidence for a Spinal Central Pattern Generator in Humansa,Dimitrijević,Gerasimenko; Pinter,1998,10.1111/j.1749-6632.1998.tb09062.x,,,,,,False,False,
reccbV3L4NG7Kq8ZQ,Neuromuscular Models for Locomotion,Procházka,Gosgnach; Capaday; Geyer,2017,10.1016/b978-0-12-803766-9.00008-7,,,,,,False,False,
reccmPGaSrGO3etjV,Do Pacemakers Drive the Central Pattern Generator for Locomotion in Mammals?,Brocard,,2010,10.1177/1073858409346339,,,,,,False,False,
reccnQpp80l2cjWuA,Force Sensors in Hexapod Locomotion,Kaliyamoorthy,Quinn; Zill,2005,10.1177/0278364905055381,Insects; Cockroach,trochanteral campaniform sensilla load signals to adjust MN magnitude,,,,False,True,"Finite-element modeling of the cockroach leg shows that loads are sensed by leg force sensors located close to the body, where specific force vectors (body load versus propulsion) can be discriminated, and that this information is used in positive load feedback to regulate walking — design principles directly transferable to force-controlled legged robots."
reccqqnP7PstMuQ0j,Novel Locomotion via Biological Inspiration,Quinn,Boxerbaum; Palmer; Chiel; Diller; Hunt; Bachmann,2011,10.1117/12.886413,,,,,,False,False,
reccvl4W5er567Ydv,Spinal interneuronal networks in the cat: elementary components.,Jankowska,,2008,10.1016/j.brainresrev.2007.06.022,,,,,,False,False,
reccxlRDUXr7rsa5p,Ratio of Shear to Load Ground-Reaction Force May Underlie the Directional Tuning of the Automatic Postural Response to Rotation and Translation,Ting,,2004,10.1152/jn.00773.2003,Cat,,,,,False,True,This study sought to identify the sensory signals that encode perturbation direction rapidly enough to shape the directional tuning of the automatic postural response.
recd1FHQNmrOPeUNp,Constancy and Variability in the Output of a Central Pattern Generator,Norris,,2011,10.1523/jneurosci.5072-10.2011,,,,,,False,False,
recd3fZ0LxvjfiMFO,Symmetry in legged locomotion: a new method for designing stable periodic gaits,Razavi,,2017,10.1007/s10514-016-9593-x,,,,,,False,False,
recd7fuaYHnvftSEz,Optimization of Muscle Activity for Task-Level Goals Predicts Complex Changes in Limb Forces across Biomechanical Contexts,McKay,,2012,10.1371/journal.pcbi.1002465,Cat; Human,,,McKay 2012,,False,True,"Computational model study. In an unrestrained balance task in cats, we demonstrate that achieving task-level constraints center of mass forces and moments while minimizing control effort predicts detailed patterns of muscle activity and ground reaction forces in an anatomically-realistic musculoskeletal model."
recdCMMutPJcggx9A,Reflexes induced by nerve stimulation in walking cats with implanted cuff electrodes.,Duysens and Stein,,1978,10.1007/bf00239728,,,,,,False,False,
recdDMspicDdPvb7e,Stiffness and Damping in Postural Control Increase with Age,Cenciarini,,2010,10.1109/tbme.2009.2031874,Human,,,Cenciarini 2010,,False,True,Computational model study. We investigated the effect of aging on standing balance by fitting body sway data to a previously-developed postural control model that includes active and passive stiffness and damping parameters.
recdEuThwTVOEdcwz,Ankle extensor group I afferents excite extensors throughout the hindlimb during fictive locomotion in the cat.,Guertin,,1995,10.1113/jphysiol.1995.sp020871,Cat,Type 1 swing to stance; type 1 stance to swing,,,,True,True,"1. The effects of stimulating hindlimb extensor nerves (100-200 ms trains, 100 Hz, < or = 2 times threshold) during the flexor and extensor phases of the locomotor step cycle were analysed in the decerebrate, paralysed cat during fictive locomotion evoked by stimulation of the mesencephalic locomotor region. 2. Stimulation during extension of either the medial gastrocnemius (MG), lateral gastrocnemius-soleus (LGS) or plantaris (Pl) nerves was equally effective in increasing the duration and amplitude of electroneurogram (ENG) activity recorded in ipsilateral ankle, knee and hip extensor nerves. Enhancement of extensor ENG activity could be evoked with near threshold stimulation intensity and appeared within 10-40 ms of the onset of ankle extensor nerve stimulation. Stimulation of anterior biceps during extension occasionally evoked a modest increase in the duration of activity of hip, knee and ankle extensors. Stimulation of quadriceps during extension enhanced the activity of proximal extensors and soleus, but inhibited other ankle extensors. 3. Selective activation of ankle extensor Ia spindle afferents by muscle stretch also enhanced ipsilateral extension. It is argued that both muscle spindle and tendon organ afferents can contribute to the increase in extensor nerve activity evoked by group I stimulation intensity during fictive locomotion. 4. During flexion, stimulation of either the MG, Pl or LGS nerves at group I strength terminated on-going activity in ipsilateral fl"
recdI31ODgc7z3OSz,Spinal and supraspinal postural networks,Deliagina,,2008,10.1016/j.brainresrev.2007.06.017,Cat; Human; Lamprey,,,,,False,True,"In the lamprey, the postural control system is driven by vestibular input."
recdSXsgiaZQQGIQ5,Force feedback reinforces muscle synergies in insect legs,Zill,Chaudhry; Büschges; Schmitz,2015,10.1016/j.asd.2015.07.001,Cockroach; Stick Insect,,,,,True,True,Hypothesis: the integration of force feedback from receptors of different leg segments during grip occurs through activation of specific muscle synergies.
